ID,GlideNumber,Country,OtherCountry,long,lat,Area,Began,Ended,Validation,Dead,Displaced,MainCause,Severity
3621,0,Kenya,0,34.9929,0.012257,40320.05,2010-03-07,2010-05-03,0,26,2500,Torrential Rain,1.5
3631,0,Rwanda,0,29.6861,-1.74307,8862.8,2010-03-26,2010-03-31,0,4,0,Heavy Rain,1.0
3634,0,Somalia,0,45.7901,2.82383,50278.2,2010-04-12,2010-04-13,0,0,200,Heavy Rain,1.0
3646,0,Kenya,0,36.0032,1.50224,196057.68,2010-05-08,2010-05-24,0,100,70000,Heavy Rain,1.5
3683,0,Sudan,0,36.6717,18.7493,100438.85,2010-07-10,2010-08-11,0,33,10000,Heavy Rain,1.5
3706,0,Sudan,0,29.115,9.855,58589.17,2010-08-01,2010-09-20,News,0,57135,Torrential Rain,1.5
3724,0,Uganda,0,32.715,1.305,3303.97,2010-09-26,2010-09-30,News,0,600,Heavy Rain,1.5
3803,,Tanzania,,37.5593,-6.64778,137262.92,2011-04-09,2011-05-19,News,8,9000,Heavy Rain,1.5
3855,,Kenya,,35.5731,0.125662,20554.78,2011-08-15,2011-09-08,News,8,4000,Heavy Rain,1.5
3863,,Uganda,Kenya,33.6678,1.66044,37846.35,2011-08-20,2011-09-08,News,31,0,Heavy Rain,1.5
3865,,Sudan,,25.5621,13.0931,21720.21,2011-08-28,2011-09-08,News,0,1000,Heavy Rain,1.0
3874,,Kenya,Somalia,40.1672,2.18085,41010.11,2011-11-09,2011-11-15,News,4,10000,Torrential Rain,1.5
3875,,Uganda,,34.3836,2.57031,22324.63,2011-11-09,2011-12-20,News,0,15000,Torrential Rain,1.5
3881,,Kenya,,36.1168,0.385821,9789.33,2011-11-29,2011-12-22,News,24,98000,Heavy Rain,1.5
3886,,Tanzania,,39.0377,-6.91704,5900.64,2011-12-20,2011-12-22,News,13,0,Heavy Rain,2.0
3908,,Tanzania,,34.7926,-1.83097,6851.66,2012-03-01,2012-03-07,News,10,0,Heavy Rain,1.0
3917,,Kenya,,36.2141,-2.44123,117773.22,2012-04-09,2012-04-26,News,0,50,Heavy Rain,1.0
3918,,Rwanda,,29.3596,-1.40095,43617.54,2012-04-09,2012-04-18,News,2,300,Heavy Rain,1.0
3921,,Kenya,,35.0189,-0.191962,12660.17,2012-04-20,2012-05-16,News,56,0,Torrential Rain,1.5
3927,,Tanzania,,30.7909,-2.41184,45092.49,2012-05-13,2012-05-16,News,0,300,Heavy Rain,1.0
3930,,Uganda,,33.3224,1.00099,43315.84,2012-05-20,2012-05-29,News,0,3000,Heavy Rain,1.0
3961,,Sudan,,22.6608,13.6223,89290.09,2012-08-04,2012-08-06,News,5,800,Torrential Rain,1.5
3968,FL-2012-000150-SDN,South Sudan,Sudan,30.2188,9.69113,456058.52,2012-08-01,2012-08-29,News,32,154000,Heavy Rain,1.5
3980,,Uganda,,32.726,2.65647,57981.45,2012-08-20,2012-09-07,News,0,15000,Heavy Rain,1.0
3981,,Kenya,,35.8295,1.36637,18459.66,2012-08-15,2012-09-07,News,0,3000,Heavy Rain,1.0
3991,,South Sudan,Sudan,29.586,9.56942,138743.9,2012-09-07,2012-10-03,News,15,3000,Heavy Rain,1.0
3992,,Somalia,,44.8967,4.94456,13753.99,2012-09-22,2012-10-03,News,6,12200,Heavy Rain,1.5
4022,,Kenya,,36.5172,0.058024,71113.05,2013-01-13,2013-01-17,News,20,400,Heavy Rain,1.0
4043,,Kenya,Uganda,36.718,2.46174,73170.41,2013-03-28,2013-04-29,News,63,18633,Heavy Rain,1.5
4044,,South Sudan,,31.2168,6.06426,215662.54,2013-03-25,2013-04-03,News,0,12000,Heavy Rain,1.5
4048,,Somalia,,45.7365,3.38671,27293.22,2013-04-05,2013-04-29,News,0,4000,Heavy Rain,1.0
4055,,Somalia,,43.6553,2.16964,243476.26,2013-05-01,2013-05-16,News,7,50000,Heavy Rain,2.0
4076,,Kenya,,35.2088,1.66076,9047.26,2013-08-05,2013-08-07,News,0,5000,Heavy Rain,1.0
4077,,Sudan,,28.9896,13.6883,1004638.92,2013-08-01,2013-08-21,News,11,100000,Heavy Rain,1.5
4094,,South Sudan,,28.8241,7.73724,172574.26,2013-10-08,2013-10-14,News,0,3300,Heavy Rain,1.0
4099,,South Sudan,,31.7933,7.33928,111000.43,2013-11-03,2013-11-19,News,0,100,Heavy Rain,1.0
4126,,Burundi,,29.6499,-4.14041,3237.42,2014-02-19,2014-03-10,News,69,20000,Torrential Rain,2.0
4137,,Tanzania,,38.9689,-7.19301,18498.39,2014-04-18,2014-05-01,News,41,0,Torrential Rain,1.5
4140,,Tanzania,,38.9442,-7.66435,22249.34,2014-05-10,2014-05-16,News,0,22000,Heavy Rain,1.0
4158,,Sudan,,33.08,13.3883,137141.28,2014-07-07,2014-07-14,News,0,42400,Heavy Rain,1.5
4164,,South Sudan,Sudan,31.0015,10.2137,641087.55,2014-07-20,2014-09-08,News,77,112000,Heavy Rain,1.5
4186,,South Sudan,,32.9068,6.94173,143087.31,2014-09-21,2014-10-11,News,7,3000,Heavy Rain,1.0
4196,,South Sudan,,31.1747,6.69427,388189.52,2014-10-15,2014-10-27,News,4,140,Heavy Rain,1.0
4201,,Somalia,Ethiopia,45.2538,4.13428,42635.81,2014-10-24,2014-11-16,News,0,21000,Heavy Rain,1.5
4234,,Tanzania,,33.748,-4.31417,40007.02,2015-03-03,2015-03-23,News,38,0,Torrential Rain,1.5
4236,,Kenya,Tanzania,35.1089,0.04848,32934.83,2015-04-05,2015-04-15,News,13,6500,Heavy Rain,1.5
4248,FL-2015-000049-KEN,Kenya,,36.2471,-0.795186,20432.58,2015-04-27,2015-05-02,News,13,3000,Heavy Rain,1.5
4254,,Tanzania,,36.8905,-5.06017,194128.66,2015-05-07,2015-05-21,News,12,5000,Heavy Rain,1.5
4304,FL-2015-000145-SOM,Somalia,Ethiopia,45.4022,4.70359,438557.45,2015-10-15,2015-10-28,News,0,0,Heavy Rain,1.0
4317,,Kenya,,39.5133,-2.03643,103769.52,2015-12-01,2016-01-06,News,112,100000,Heavy Rain,1.5
4324,FL-2006-000011-TZA,Tanzania,,35.5048,-4.76168,182022.09,2016-01-14,2016-01-29,News,1,400,Heavy Rain,1.0
4343,,Ethiopia,,41.6907,9.26816,244002.48,2016-04-04,2016-04-13,News,28,2400,Heavy Rain,1.5
4345,,Somalia,,45.8476,9.16597,97755.61,2016-04-06,2016-04-13,News,9,0,Torrential Rain,1.0
4352,,Kenya,Tanzania,38.3442,-4.71451,117235.21,2016-04-13,2016-04-22,News,0,0,Tropical Storm Fantala,1.0
4353,,Rwanda,,30.0118,-2.0565,18269.24,2016-05-06,2016-05-11,Flood LIst,49,2000,Heavy Rain,1.5
4357,,Tanzania,,35.9997,-6.89427,84214.63,2016-04-22,2016-05-30,Flood List,5,14000,Heavy Rain,1.5
4369,,Sudan,,34.2429,12.5198,39617.88,2016-06-30,2016-07-06,News,0,4000,Torrential Rain,1.0
